model_name,temperature,agent,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskID,name,TaskOrder,Agent,nObjects,userSetting
gpt-4o-2024-08-06,1,naive,Kalimba Serenade Scoring,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",Play a short serenade on the kalimba and get scored by the other person on creativity and melody.,The participant uses the kalimba to create a short 2-minute melody. The other person listens attentively. The kalimba player can sit on a chair or the sofa for comfort.,The goal is to entertain and impress the listener with a creative and harmonious melody.,"The listener scores the performance on a scale of 1-10, considering creativity and melody smoothness. Total points determine feedback level: 1-3: Needs Improvement, 4-6: Satisfactory, 7-9: Good, 10: Excellent.","['Kalimba', 'Other people']",554,many_human26_1.0,1,GPT-4o,2,human_many
gpt-4o-2024-08-06,1,naive,Treadmill Distance Sprint,"[{'name': 'Treadmill', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Challenge yourself to cover the maximum distance possible on the treadmill within a set time.,"Set up the treadmill and clock nearby to make it easy to monitor the time. The participant sets the treadmill to a comfortable jogging pace and starts running when the clock starts, aiming to cover the maximum distance in 10 minutes.",The goal is to cover as much distance as possible on the treadmill in 10 minutes.,"Distance covered is recorded, and the score is given as the total kilometers run. The goal is to exceed previous attempts or predetermined benchmarks for personal improvement.","['Treadmill', 'Clock']",555,many_human26_1.0,2,GPT-4o,2,human_many
gpt-4o-2024-08-06,1,naive,Chess Time Challenge,"[{'name': 'Chess board&pieces', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}]",Engage in a strategic game of chess where each player races against the clock to make their move before time runs out.,"Place the chess board on a desk with the clock positioned next to it. Players sit on opposite sides of the desk, and the clock is set with a 5-minute timer for each turn.",The objective is to checkmate the opponent within the assigned time limits for each move.,"Players receive 10 points for each successful move made within the time limit. The player who checkmates the opponent receives an additional 50 points. If time runs out, 5 points are deducted per exceeded minute.","['Chess board&pieces', 'Clock']",556,many_human27_1.0,0,GPT-4o,2,human_many
gpt-4o-2024-08-06,1,naive,Balancing Towers,"[{'name': 'Building block', 'quantity': 5}, {'name': 'Tray', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]",Test your dexterity by creating freestanding towers with building blocks on a tray.,Position a tray on a desk and start building a tower using the provided building blocks. The challenge is to stack the blocks as high as possible without any block falling from the tower or the tray.,Construct the tallest tower possible using all 5 building blocks without it toppling over.,"Each block successfully placed on the tower earns 10 points. If the tower remains standing for 30 seconds after the last block is placed, gain an additional 20 points. A collapsed tower deducts 5 points per fallen block.","['Building block', 'Tray', 'Desk']",557,many_human27_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Cozy Story Circle,"[{'name': 'Book', 'quantity': 1}, {'name': 'Pillow', 'quantity': 2}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",Share the joy of storytelling by reading aloud and discussing a book with another person in a cozy setup.,"Place the pillows on the sofa for comfort. Both participants sit together, and one person reads aloud from the selected book. Participants engage in a brief discussion after each chapter.",Enjoy a shared reading experience and discuss the story to deepen understanding and connection.,Each chapter read aloud earns 5 points. Bonus points (5 per session) are awarded for insightful discussions that enhance understanding of the book's themes or characters. Both participants score individually.,"['Book', 'Pillow', 'Sofa', 'Other people']",558,many_human27_1.0,2,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Kalimba Relaxation Session,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}]","The participant uses the Kalimba to play soothing melodies while seated comfortably, aiming to reach a state of relaxation and mental clarity.","The participant sits on the sofa with a pillow for back support, holding the Kalimba in their hands. The participant can choose to close their eyes or focus on a calming mental image as they play.","The goal is to relax and experience tranquility by playing the Kalimba, using music as a meditative exercise.","After a 10-minute session, the participant rates their relaxation level on a scale from 1 to 10, with 10 being extremely relaxed and 1 being not relaxed. Higher scores indicate a more successful session.","['Kalimba', 'Sofa', 'Pillow']",559,many_human28_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Living Room Basketball Shootout,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 2}]","The participant practices shooting a waste paper ball into a trash can, using chairs as obstacles to increase the challenge.",The trash can is placed at one end of the room. Two chairs are strategically placed between the participant and the trash can to serve as obstacles. The participant stands at the opposite end and attempts to shoot the waste paper ball into the trash can.,The goal is to score as many successful shots into the trash can as possible in five rounds.,"Each successful shot into the trash can is worth 2 points. The participant has five attempts, and the total score is tallied to determine the participant's performance.","['Waste paper ball', 'Trash can', 'Chair']",560,many_human28_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Book Architecture Challenge,"[{'name': 'Book', 'quantity': 3}, {'name': 'Building block', 'quantity': 5}, {'name': 'Rug', 'quantity': 1}]","Participants use books and building blocks to construct a structure on the rug, focusing on creativity and stability.","Participants sit on the rug, using the three books and five building blocks to create a free-standing structure. The structure must stand without assistance for at least one minute.",The goal is to build a creatively designed and stable structure using the available items.,"The structure is rated based on stability (0-5 points), creativity (0-5 points), and aesthetics (0-5 points). The maximum possible score is 15, with higher scores indicating an impressive architectural design.","['Book', 'Building block', 'Rug']",561,many_human28_1.0,2,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Basket Shot Challenge,"[{'name': 'Basketball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",Players take turns trying to throw the basketball into the trash can from a distance.,Place the trash can on one side of the room. Mark a line on the floor with an object such as the newspaper—a few meters away from the trash can. Players must stand behind the line and aim to throw the basketball into the trash can.,Score points by successfully getting the basketball into the trash can.,Each successful throw into the trash can gives the player 1 point. Best of five throws determines the winner.,"['Basketball', 'Trash can']",562,many_human29_1.0,0,GPT-4o,2,human_many
gpt-4o-2024-08-06,1,naive,Quick Kalimba Concert,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",A player composes a short melody using the Kalimba within a specific time.,The player sits comfortably on a chair with the Kalimba and uses the notebook and pen to jot down notes or lyrics. The participant has 10 minutes to create a short song or melody.,Compose and play a unique melody within the allotted time.,"Both players, if present, rate the melody on a scale of 1 to 10 based on creativity and originality. The score is an average of the ratings.","['Kalimba', 'Notebook', 'Pen']",563,many_human29_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Building Block Masterpiece,"[{'name': 'Building block', 'quantity': 5}, {'name': 'Tray', 'quantity': 1}, {'name': 'Book', 'quantity': 5}]","Use the building blocks to construct a structure or design on the tray, inspired by one or more books.","Lay the tray on the desk. Arrange books around the tray for inspiration. Use the 5 building blocks to create a structure on the tray within 15 minutes, drawing inspiration from the books' themes or covers.",Create an imaginative structure using all available blocks.,"After time is up, evaluate the construction on creativity and resemblance to the book theme on a scale from 1 to 10. Additional points for using all blocks effectively. Average the scores to determine the winner.","['Building block', 'Tray', 'Book']",564,many_human29_1.0,2,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Bookstack Balance Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Pillow', 'quantity': 2}]",Participants create a balanced structure using the available books and pillows and try to maintain it without collapsing.,Place the pillows flat on the floor as the base. Stack the 5 books one on top of the other on the pillows to create a tower. Participants can adjust the placement of the books to achieve stability.,"The goal is to achieve the most stable book tower on the pillows, for the longest duration without toppling.",Each second the structure remains standing counts as 1 point. The player with the highest time score wins.,"['Book', 'Pillow']",565,many_human30_1.0,0,GPT-4o,2,human_many
