idx,PROLIFIC_PID,userSetting,model_name,temperature,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskOrder,TaskID,nObjects,ValidTaskID
101,178,dummy_few,gpt-4o-2024-08-06,1,Meditative Plant Observation,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Engage in a contemplative session where you quietly observe the potted plants and document your thoughts and reflections in the notebook.,"Place the chair in front of the potted plants. Sit comfortably with the notebook and pen in hand. Spend several minutes observing the plants, taking in details of their leaves, colors, and shapes. As you observe, write down any thoughts, reflections, or sensations you experience in the notebook.",The aim is to engage in a mindful observation to promote relaxation and introspection.,"Rate your level of relaxation and new insights or feelings from 1 to 10, with 10 being highly relaxed and insightful.","['Potted plants', 'Chair', 'Notebook', 'Pen']",0,328,4,315
101,178,dummy_few,gpt-4o-2024-08-06,1,Creative Writing Prompt Challenge,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Use a random article from the newspaper as a writing prompt to spark creativity and practice expressive writing.,"Open the newspaper and choose the first article you see as your creative prompt. In your notebook, write a short story, poem, or reflection inspired by the article. Spend 20 minutes on this creative task while letting ideas flow without judgment.","The goal is to use the news article as a springboard for creative exploration and innovation, fostering openness to change through new ideas.","Self-evaluate your creative satisfaction from 1 to 10, with 10 signifying a strong sense of creative fulfillment and exploration.","['Newspaper', 'Pen', 'Notebook']",1,329,3,316
101,178,dummy_few,gpt-4o-2024-08-06,1,Memory and Observation Game,"[{'name': 'Tray', 'quantity': 1}, {'name': 'Bowl', 'quantity': 4}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}, {'name': 'Poster', 'quantity': 1}]",Test your observational skills and memory by arranging items on a tray and then recalling their placement after a brief observation period.,"Place the tray on the desk and arrange the bowls and waste paper ball in a specific pattern. Study the pattern for 30 seconds. Cover the tray with the poster for a minute, and then try to recreate the arrangement from memory on another surface.",Enhance memory and attention to detail by accurately recalling and replicating the item arrangement.,Score 1 point for each correctly placed item. A full score of 5 points signifies a perfect recall of the arrangement.,"['Tray', 'Bowl', 'Waste paper ball', 'Desk', 'Poster']",2,330,5,317
102,179,dummy_few,gpt-4o-2024-08-06,1,Plant-Paint Poetry,"[{'name': 'Potted plants', 'quantity': 1}, {'name': 'Paintings', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Create an imaginative poem that draws inspiration from both the potted plant and the artwork in the room.,Place the potted plant on a desk near the paintings. Sit comfortably on a chair with the notebook and pen ready. Spend a few minutes observing the plant and paintings to stimulate inspiration. Begin crafting a poem which weaves elements from the visual aesthetics with the flow of creativity.,The purpose is to create a poetic piece that expresses the harmony between natural and artistic elements within the room.,"Rate the poem on three aspects: Creativity (1-3 points), Coherency (1-3 points), and Emotional resonance (1-4 points). The maximum score is 10.","['Potted plants', 'Paintings', 'Notebook', 'Pen']",0,331,4,318
102,179,dummy_few,gpt-4o-2024-08-06,1,Clockwork Reflexes,"[{'name': 'Clock', 'quantity': 1}, {'name': 'Tissue', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}]",Test and enhance your reaction time and memory using a timed writing challenge.,Set the clock in clear view. Use the tissue to cover the clock momentarily while noting down as much as possible under a minute. The pen and notebook are for writing.,"To jot down a coherent, innovative piece of writing in one minute without checking the passage of time visually.","Score for completion rate (1 point per sentence), creativity (1-4 points), and error rate deduction with one point subtracted for each grammar mistake. Total score out of 10.","['Clock', 'Tissue', 'Pen', 'Notebook']",1,332,4,319
102,179,dummy_few,gpt-4o-2024-08-06,1,Tray Balance Challenge,"[{'name': 'Tray', 'quantity': 1}, {'name': 'Bowl', 'quantity': 4}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Pillow', 'quantity': 2}]",Develop coordination and balance by maneuvering the tray with bowls stacked on it while moving around the room.,"Arrange the bowls on the tray, then place a pillow on the sofa using it as a base starting point. The challenge is to walk around the room, returning to place the stack back on the initial spot without dropping any bowl.","Successfully transport the stacked bowls on the tray around the room, finishing on the starting point achieving the best time.","Points are awarded based on difficulty (1-3 points per bowl successfully balanced), time efficiency (1-3 points), and elegance of movement (1-4 points). Maximum score is 10.","['Tray', 'Bowl', 'Sofa', 'Pillow']",2,333,4,320
103,180,dummy_few,gpt-4o-2024-08-06,1,Book Nook Swap,"[{'name': 'Sofa', 'quantity': 1}, {'name': 'Book', 'quantity': 5}, {'name': 'Lamp', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","Create a cozy reading spot and spend time reading various books, jotting down thoughts and reflections for each one.",Set up the armchair close to the lamp to ensure sufficient lighting. Place the five books within reach. Keep the notebook and pen on the armchair's armrest or a small table beside it to easily write down thoughts and reflections as you read each book.,"To enjoy reading, gather insights, and reflect on each book. Aim to read at least a few chapters from each book.","Score each book on a 10-point scale based on enjoyment and insights gained. Additionally, award 5 points for the completion of reflections in the notebook for each book. The maximum score is 75 points.","['Sofa', 'Book', 'Lamp', 'Notebook', 'Pen']",0,334,5,321
103,180,dummy_few,gpt-4o-2024-08-06,1,Waste-Paper Basketball,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 2}]","Transform the room into a makeshift basketball court, shooting the waste paper ball into a trash can from different positions.",Place the trash can at a strategic distance from any two chairs to mark starting shooting points. The player uses each chair as a position to sit and throw the paper ball into the trash can. Adjust the chair positions gradually to increase difficulty.,Successfully throw the paper ball into the trash can from various positions.,Award 3 points for every successful shot from the nearest chair and 5 points from the farther one. A bonus of 10 points can be awarded for hitting the target from both positions consecutively. Maximum score possible is based on player preference or set time.,"['Waste paper ball', 'Trash can', 'Chair']",1,335,3,322
103,180,dummy_few,gpt-4o-2024-08-06,1,Creative Outfit Challenge,"[{'name': 'Clothes hangers', 'quantity': 2}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}]",Design and sketch different outfit combinations using household items and your imagination.,"Arrange the clothes hangers, assuming they are loaded with clothes, nearby the sofa. Have the notebook and pen ready for sketches. Use the pillow as a demonstration tool or inspiration piece for design ideas.",Conceive and record innovative outfit designs by drawing them in the notebook.,"Rate each design on a 10-point system judging creativity, ingenuity, and practicality. A subjective 5-point bonus can be awarded for the most unique designs. The maximum score can depend on the number of attempts made.","['Clothes hangers', 'Notebook', 'Pen', 'Pillow', 'Sofa']",2,336,5,323
104,181,human_few,gpt-4o-2024-08-06,1,Creative Writing Challenge,"[{'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Book', 'quantity': 1}]",Engage in a writing challenge to create a short story influenced by the opening sentence from a random page in a book.,Choose one book from the available selection. Open it to a random page and find a sentence you find interesting or inspiring. Use that sentence as the opening line of a new short story. Write continuously for 30 minutes in the notebook using the pen.,"The goal is to write a compelling short story within the given time limit, enhancing creativity and narrative skills.","Rate the story on a scale of 1-10 based on creativity, coherence, and personal satisfaction with narrative. A score of 10 indicates a highly creative and satisfying story.","['Notebook', 'Pen', 'Book']",0,337,3,324
104,181,human_few,gpt-4o-2024-08-06,1,Resourceful Decoration,"[{'name': 'Paintings', 'quantity': 2}, {'name': 'Poster', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Lamp', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",Redecorate the living space using existing items to create a more aesthetically pleasing environment.,Arrange the paintings and poster in various configurations on the walls around the sofa to see how the light from the lamp complements them in the sitting area. Consider how these changes impact the room��s ambiance.,The objective is to enhance the living space's visual appeal and ambiance through strategic placement and lighting.,"Evaluate the new room setup��s aesthetic improvement on a scale of 1-10, with 10 being a highly satisfying and stylish arrangement.","['Paintings', 'Poster', 'Sofa', 'Lamp', 'Other people']",1,338,5,325
